frequency_hz,vswr
1,1169.9222641479903
1000001,1923.5810625861293
2000001,672.0706604703245
3000001,409.45457039725926
4000001,326.3688407960178
5000001,271.2023636293654
6000001,251.6566645338964
7000001,243.7032151823083
8000001,242.6168786776836
9000001,228.95745679998595
10000001,231.65922422546578
11000001,233.6832655221273
12000001,216.87823688855207
13000001,204.86407545238984
14000001,212.48059727048735
15000001,227.82635837238973
16000001,235.2897995678521
17000001,216.09703800534726
18000001,198.2500620935371
19000001,182.9120443182076
20000001,171.01770354586404
21000001,153.11510525450842
22000001,130.4859119143661
23000001,106.25144479620783
24000001,92.95046857196209
25000001,73.66878958568537
26000001,68.02632787042522
27000001,56.025949794133936
28000001,52.461869920791486
29000001,45.21070172064399
30000001,32.45211244208755
31000001,28.34752313877222
32000001,26.560946743384257
33000001,21.19120291785265
34000001,15.979846766156397
35000001,13.873468242358582
36000001,15.914807669268523
37000001,16.744201416097397
38000001,11.64628174808546
39000001,11.918623569294285
40000001,12.762025715198984
41000001,11.648347528908793
42000001,14.486895564112103
43000001,16.95001404304419
44000001,18.254327311288144
45000001,20.291789163996736
46000001,21.405480157584247
47000001,21.669741743925513
48000001,19.701719858774887
49000001,18.14546761274706
50000001,15.62410349201495
51000001,13.335404266481097
52000001,12.350560083890894
53000001,12.038827953796709
54000001,10.876943733355288
55000001,10.351506445272783
56000001,11.098371220377972
57000001,9.032246620697807
58000001,8.323019230990447
59000001,9.042855974921858
60000001,8.622702805039438
61000001,8.469086169426129
62000001,8.580964439602903
63000001,11.127530453983306
64000001,11.83943403324121
65000001,12.073108814930249
66000001,14.87021453789476
67000001,17.553471735481338
68000001,17.059191880598124
69000001,17.163210645076674
70000001,20.522302241478222
71000001,21.30304867267317
72000001,19.499857596319686
73000001,19.52147438345381
74000001,19.5968312683888
75000001,19.39308708704881
76000001,18.429762219745875
77000001,17.984757748662187
78000001,17.70426149422374
79000001,17.542838856510745
80000001,18.438018839738515
81000001,18.20106027009576
82000001,17.8211422385567
83000001,17.225305441609308
84000001,17.154258242612304
85000001,17.53455033680637
86000001,17.439292305862164
87000001,17.29589048993132
88000001,16.916528424519623
89000001,15.888149390735105
90000001,15.55527655182901
91000001,15.185898594677854
92000001,14.71722576963222
93000001,14.307754024642525
94000001,13.81180952155528
95000001,13.135302551184774
96000001,12.00319708222661
97000001,11.139271512029664
98000001,9.932643947123356
99000001,8.96211278997621
100000001,6.590315253436698
101000001,6.065040044345942
102000001,5.694948345562776
103000001,5.695149798707249
104000001,5.730240735477383
105000001,5.542087249450856
106000001,5.306951302740658
107000001,5.0318555870089465
108000001,4.875223820280659
109000001,4.670787752601119
110000001,4.477224833772963
111000001,4.561137707735492
112000001,4.6777364432863715
113000001,4.6731416739643095
114000001,4.57414909986531
115000001,4.3899542861638645
116000001,4.278082979269403
117000001,4.152059543294725
118000001,4.076420404051182
119000001,4.104070998426317
120000001,4.093294794377096
121000001,3.993723806649936
122000001,3.976443800943227
123000001,3.955870726283717
124000001,3.915753123478017
125000001,4.104921094182139
126000001,4.134200102098601
127000001,4.16968745580919
128000001,4.258590631171844
129000001,4.373614287403107
130000001,4.435711455931704
131000001,4.460744728488138
132000001,4.60259999101654
133000001,4.848105047573706
134000001,5.059356144818672
135000001,5.218641603289719
136000001,5.263594786843173
137000001,5.403439798829077
138000001,5.4570417471332
139000001,5.38263246917436
140000001,5.3591611684826574
141000001,5.342935530883641
142000001,5.249994961320652
143000001,5.114986868334602
144000001,4.9859130469756945
145000001,4.818156088135581
146000001,4.84202395979832
147000001,4.8130340155903335
148000001,4.740351013416631
149000001,4.632352782303912
150000001,4.5227291808473185
151000001,4.451004999195984
152000001,4.36664737840159
153000001,4.259533853416438
154000001,4.123272789974617
155000001,3.9787476249532796
156000001,3.8758425493675084
157000001,3.769726090217286
158000001,3.7109229882676718
159000001,3.6672886064059576
160000001,3.6098312484180664
161000001,3.5165790078075974
162000001,3.3906588075115147
163000001,3.2902944845677555
164000001,3.209211089026051
165000001,3.142893718130943
166000001,3.0651554812326585
167000001,3.0479795859247902
168000001,2.986920627102357
169000001,2.8929870523486856
170000001,2.820291649737515
171000001,2.746200599368031
172000001,2.68286983086469
173000001,2.607424901657982
174000001,2.5353312224290856
175000001,2.4278321238454086
176000001,2.310868880860985
177000001,2.2019731996497782
178000001,2.087212598261062
179000001,1.965788371669152
180000001,1.8728936247593013
181000001,1.8288919156338304
182000001,1.7926077742130955
183000001,1.7436510308675222
184000001,1.6954340054863182
185000001,1.640810406335088
186000001,1.5999520246348413
187000001,1.5855773104341326
188000001,1.5964158274676739
189000001,1.5812444855012804
